images,masks
SN3_roads_train_AOI_2_Vegas_MS_img327.tif,SN3_roads_train_AOI_2_Vegas_mask_img327.npy
SN3_roads_train_AOI_4_Shanghai_MS_img491.tif,SN3_roads_train_AOI_4_Shanghai_mask_img491.npy
SN3_roads_train_AOI_2_Vegas_MS_img153.tif,SN3_roads_train_AOI_2_Vegas_mask_img153.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1204.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1204.npy
SN3_roads_train_AOI_5_Khartoum_MS_img340.tif,SN3_roads_train_AOI_5_Khartoum_mask_img340.npy
SN3_roads_train_AOI_2_Vegas_MS_img1442.tif,SN3_roads_train_AOI_2_Vegas_mask_img1442.npy
SN3_roads_train_AOI_2_Vegas_MS_img1077.tif,SN3_roads_train_AOI_2_Vegas_mask_img1077.npy
SN3_roads_train_AOI_3_Paris_MS_img223.tif,SN3_roads_train_AOI_3_Paris_mask_img223.npy
SN3_roads_train_AOI_2_Vegas_MS_img1376.tif,SN3_roads_train_AOI_2_Vegas_mask_img1376.npy
SN3_roads_train_AOI_4_Shanghai_MS_img530.tif,SN3_roads_train_AOI_4_Shanghai_mask_img530.npy
SN3_roads_train_AOI_2_Vegas_MS_img1229.tif,SN3_roads_train_AOI_2_Vegas_mask_img1229.npy
SN3_roads_train_AOI_5_Khartoum_MS_img155.tif,SN3_roads_train_AOI_5_Khartoum_mask_img155.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1606.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1606.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1315.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1315.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1803.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1803.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1097.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1097.npy
SN3_roads_train_AOI_2_Vegas_MS_img1050.tif,SN3_roads_train_AOI_2_Vegas_mask_img1050.npy
SN3_roads_train_AOI_5_Khartoum_MS_img322.tif,SN3_roads_train_AOI_5_Khartoum_mask_img322.npy
SN3_roads_train_AOI_3_Paris_MS_img399.tif,SN3_roads_train_AOI_3_Paris_mask_img399.npy
SN3_roads_train_AOI_5_Khartoum_MS_img56.tif,SN3_roads_train_AOI_5_Khartoum_mask_img56.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1047.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1047.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1109.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1109.npy
SN3_roads_train_AOI_4_Shanghai_MS_img192.tif,SN3_roads_train_AOI_4_Shanghai_mask_img192.npy
SN3_roads_train_AOI_4_Shanghai_MS_img51.tif,SN3_roads_train_AOI_4_Shanghai_mask_img51.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1768.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1768.npy
SN3_roads_train_AOI_3_Paris_MS_img197.tif,SN3_roads_train_AOI_3_Paris_mask_img197.npy
SN3_roads_train_AOI_2_Vegas_MS_img557.tif,SN3_roads_train_AOI_2_Vegas_mask_img557.npy
SN3_roads_train_AOI_4_Shanghai_MS_img25.tif,SN3_roads_train_AOI_4_Shanghai_mask_img25.npy
SN3_roads_train_AOI_2_Vegas_MS_img56.tif,SN3_roads_train_AOI_2_Vegas_mask_img56.npy
SN3_roads_train_AOI_2_Vegas_MS_img245.tif,SN3_roads_train_AOI_2_Vegas_mask_img245.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1841.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1841.npy
SN3_roads_train_AOI_2_Vegas_MS_img633.tif,SN3_roads_train_AOI_2_Vegas_mask_img633.npy
SN3_roads_train_AOI_3_Paris_MS_img17.tif,SN3_roads_train_AOI_3_Paris_mask_img17.npy
SN3_roads_train_AOI_2_Vegas_MS_img390.tif,SN3_roads_train_AOI_2_Vegas_mask_img390.npy
SN3_roads_train_AOI_3_Paris_MS_img446.tif,SN3_roads_train_AOI_3_Paris_mask_img446.npy
SN3_roads_train_AOI_4_Shanghai_MS_img303.tif,SN3_roads_train_AOI_4_Shanghai_mask_img303.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1720.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1720.npy
SN3_roads_train_AOI_4_Shanghai_MS_img705.tif,SN3_roads_train_AOI_4_Shanghai_mask_img705.npy
SN3_roads_train_AOI_2_Vegas_MS_img645.tif,SN3_roads_train_AOI_2_Vegas_mask_img645.npy
SN3_roads_train_AOI_2_Vegas_MS_img552.tif,SN3_roads_train_AOI_2_Vegas_mask_img552.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1672.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1672.npy
SN3_roads_train_AOI_5_Khartoum_MS_img381.tif,SN3_roads_train_AOI_5_Khartoum_mask_img381.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1960.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1960.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1325.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1325.npy
SN3_roads_train_AOI_4_Shanghai_MS_img213.tif,SN3_roads_train_AOI_4_Shanghai_mask_img213.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1939.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1939.npy
SN3_roads_train_AOI_2_Vegas_MS_img572.tif,SN3_roads_train_AOI_2_Vegas_mask_img572.npy
SN3_roads_train_AOI_2_Vegas_MS_img1039.tif,SN3_roads_train_AOI_2_Vegas_mask_img1039.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1359.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1359.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1335.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1335.npy
SN3_roads_train_AOI_4_Shanghai_MS_img489.tif,SN3_roads_train_AOI_4_Shanghai_mask_img489.npy
SN3_roads_train_AOI_4_Shanghai_MS_img139.tif,SN3_roads_train_AOI_4_Shanghai_mask_img139.npy
SN3_roads_train_AOI_4_Shanghai_MS_img94.tif,SN3_roads_train_AOI_4_Shanghai_mask_img94.npy
SN3_roads_train_AOI_2_Vegas_MS_img1174.tif,SN3_roads_train_AOI_2_Vegas_mask_img1174.npy
SN3_roads_train_AOI_2_Vegas_MS_img609.tif,SN3_roads_train_AOI_2_Vegas_mask_img609.npy
SN3_roads_train_AOI_2_Vegas_MS_img1403.tif,SN3_roads_train_AOI_2_Vegas_mask_img1403.npy
SN3_roads_train_AOI_4_Shanghai_MS_img414.tif,SN3_roads_train_AOI_4_Shanghai_mask_img414.npy
SN3_roads_train_AOI_2_Vegas_MS_img831.tif,SN3_roads_train_AOI_2_Vegas_mask_img831.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1730.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1730.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1457.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1457.npy
SN3_roads_train_AOI_2_Vegas_MS_img1584.tif,SN3_roads_train_AOI_2_Vegas_mask_img1584.npy
SN3_roads_train_AOI_4_Shanghai_MS_img115.tif,SN3_roads_train_AOI_4_Shanghai_mask_img115.npy
SN3_roads_train_AOI_2_Vegas_MS_img1294.tif,SN3_roads_train_AOI_2_Vegas_mask_img1294.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1330.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1330.npy
SN3_roads_train_AOI_2_Vegas_MS_img339.tif,SN3_roads_train_AOI_2_Vegas_mask_img339.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1588.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1588.npy
SN3_roads_train_AOI_2_Vegas_MS_img1615.tif,SN3_roads_train_AOI_2_Vegas_mask_img1615.npy
SN3_roads_train_AOI_2_Vegas_MS_img635.tif,SN3_roads_train_AOI_2_Vegas_mask_img635.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1592.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1592.npy
SN3_roads_train_AOI_2_Vegas_MS_img467.tif,SN3_roads_train_AOI_2_Vegas_mask_img467.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1088.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1088.npy
SN3_roads_train_AOI_3_Paris_MS_img38.tif,SN3_roads_train_AOI_3_Paris_mask_img38.npy
SN3_roads_train_AOI_4_Shanghai_MS_img308.tif,SN3_roads_train_AOI_4_Shanghai_mask_img308.npy
SN3_roads_train_AOI_3_Paris_MS_img404.tif,SN3_roads_train_AOI_3_Paris_mask_img404.npy
SN3_roads_train_AOI_4_Shanghai_MS_img356.tif,SN3_roads_train_AOI_4_Shanghai_mask_img356.npy
SN3_roads_train_AOI_5_Khartoum_MS_img447.tif,SN3_roads_train_AOI_5_Khartoum_mask_img447.npy
SN3_roads_train_AOI_4_Shanghai_MS_img324.tif,SN3_roads_train_AOI_4_Shanghai_mask_img324.npy
SN3_roads_train_AOI_4_Shanghai_MS_img903.tif,SN3_roads_train_AOI_4_Shanghai_mask_img903.npy
SN3_roads_train_AOI_2_Vegas_MS_img459.tif,SN3_roads_train_AOI_2_Vegas_mask_img459.npy
SN3_roads_train_AOI_4_Shanghai_MS_img220.tif,SN3_roads_train_AOI_4_Shanghai_mask_img220.npy
SN3_roads_train_AOI_5_Khartoum_MS_img271.tif,SN3_roads_train_AOI_5_Khartoum_mask_img271.npy
SN3_roads_train_AOI_2_Vegas_MS_img474.tif,SN3_roads_train_AOI_2_Vegas_mask_img474.npy
SN3_roads_train_AOI_4_Shanghai_MS_img872.tif,SN3_roads_train_AOI_4_Shanghai_mask_img872.npy
SN3_roads_train_AOI_4_Shanghai_MS_img723.tif,SN3_roads_train_AOI_4_Shanghai_mask_img723.npy
SN3_roads_train_AOI_4_Shanghai_MS_img525.tif,SN3_roads_train_AOI_4_Shanghai_mask_img525.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1030.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1030.npy
SN3_roads_train_AOI_5_Khartoum_MS_img467.tif,SN3_roads_train_AOI_5_Khartoum_mask_img467.npy
SN3_roads_train_AOI_4_Shanghai_MS_img511.tif,SN3_roads_train_AOI_4_Shanghai_mask_img511.npy
SN3_roads_train_AOI_2_Vegas_MS_img1382.tif,SN3_roads_train_AOI_2_Vegas_mask_img1382.npy
SN3_roads_train_AOI_2_Vegas_MS_img532.tif,SN3_roads_train_AOI_2_Vegas_mask_img532.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1569.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1569.npy
SN3_roads_train_AOI_4_Shanghai_MS_img945.tif,SN3_roads_train_AOI_4_Shanghai_mask_img945.npy
SN3_roads_train_AOI_2_Vegas_MS_img1091.tif,SN3_roads_train_AOI_2_Vegas_mask_img1091.npy
SN3_roads_train_AOI_5_Khartoum_MS_img373.tif,SN3_roads_train_AOI_5_Khartoum_mask_img373.npy
SN3_roads_train_AOI_4_Shanghai_MS_img495.tif,SN3_roads_train_AOI_4_Shanghai_mask_img495.npy
SN3_roads_train_AOI_2_Vegas_MS_img659.tif,SN3_roads_train_AOI_2_Vegas_mask_img659.npy
SN3_roads_train_AOI_2_Vegas_MS_img1613.tif,SN3_roads_train_AOI_2_Vegas_mask_img1613.npy
SN3_roads_train_AOI_3_Paris_MS_img39.tif,SN3_roads_train_AOI_3_Paris_mask_img39.npy
SN3_roads_train_AOI_2_Vegas_MS_img183.tif,SN3_roads_train_AOI_2_Vegas_mask_img183.npy
SN3_roads_train_AOI_4_Shanghai_MS_img89.tif,SN3_roads_train_AOI_4_Shanghai_mask_img89.npy
SN3_roads_train_AOI_2_Vegas_MS_img1649.tif,SN3_roads_train_AOI_2_Vegas_mask_img1649.npy
SN3_roads_train_AOI_2_Vegas_MS_img820.tif,SN3_roads_train_AOI_2_Vegas_mask_img820.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1582.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1582.npy
SN3_roads_train_AOI_4_Shanghai_MS_img333.tif,SN3_roads_train_AOI_4_Shanghai_mask_img333.npy
SN3_roads_train_AOI_2_Vegas_MS_img94.tif,SN3_roads_train_AOI_2_Vegas_mask_img94.npy
SN3_roads_train_AOI_2_Vegas_MS_img1030.tif,SN3_roads_train_AOI_2_Vegas_mask_img1030.npy
SN3_roads_train_AOI_2_Vegas_MS_img660.tif,SN3_roads_train_AOI_2_Vegas_mask_img660.npy
SN3_roads_train_AOI_3_Paris_MS_img33.tif,SN3_roads_train_AOI_3_Paris_mask_img33.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1866.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1866.npy
SN3_roads_train_AOI_4_Shanghai_MS_img260.tif,SN3_roads_train_AOI_4_Shanghai_mask_img260.npy
SN3_roads_train_AOI_5_Khartoum_MS_img320.tif,SN3_roads_train_AOI_5_Khartoum_mask_img320.npy
SN3_roads_train_AOI_2_Vegas_MS_img897.tif,SN3_roads_train_AOI_2_Vegas_mask_img897.npy
SN3_roads_train_AOI_2_Vegas_MS_img677.tif,SN3_roads_train_AOI_2_Vegas_mask_img677.npy
SN3_roads_train_AOI_2_Vegas_MS_img422.tif,SN3_roads_train_AOI_2_Vegas_mask_img422.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1537.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1537.npy
SN3_roads_train_AOI_2_Vegas_MS_img832.tif,SN3_roads_train_AOI_2_Vegas_mask_img832.npy
SN3_roads_train_AOI_2_Vegas_MS_img1172.tif,SN3_roads_train_AOI_2_Vegas_mask_img1172.npy
SN3_roads_train_AOI_4_Shanghai_MS_img300.tif,SN3_roads_train_AOI_4_Shanghai_mask_img300.npy
SN3_roads_train_AOI_4_Shanghai_MS_img644.tif,SN3_roads_train_AOI_4_Shanghai_mask_img644.npy
SN3_roads_train_AOI_4_Shanghai_MS_img756.tif,SN3_roads_train_AOI_4_Shanghai_mask_img756.npy
SN3_roads_train_AOI_2_Vegas_MS_img368.tif,SN3_roads_train_AOI_2_Vegas_mask_img368.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1485.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1485.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1760.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1760.npy
SN3_roads_train_AOI_4_Shanghai_MS_img79.tif,SN3_roads_train_AOI_4_Shanghai_mask_img79.npy
SN3_roads_train_AOI_2_Vegas_MS_img451.tif,SN3_roads_train_AOI_2_Vegas_mask_img451.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1861.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1861.npy
SN3_roads_train_AOI_4_Shanghai_MS_img766.tif,SN3_roads_train_AOI_4_Shanghai_mask_img766.npy
SN3_roads_train_AOI_5_Khartoum_MS_img115.tif,SN3_roads_train_AOI_5_Khartoum_mask_img115.npy
SN3_roads_train_AOI_2_Vegas_MS_img91.tif,SN3_roads_train_AOI_2_Vegas_mask_img91.npy
SN3_roads_train_AOI_4_Shanghai_MS_img621.tif,SN3_roads_train_AOI_4_Shanghai_mask_img621.npy
SN3_roads_train_AOI_5_Khartoum_MS_img451.tif,SN3_roads_train_AOI_5_Khartoum_mask_img451.npy
SN3_roads_train_AOI_2_Vegas_MS_img369.tif,SN3_roads_train_AOI_2_Vegas_mask_img369.npy
SN3_roads_train_AOI_5_Khartoum_MS_img149.tif,SN3_roads_train_AOI_5_Khartoum_mask_img149.npy
SN3_roads_train_AOI_2_Vegas_MS_img188.tif,SN3_roads_train_AOI_2_Vegas_mask_img188.npy
SN3_roads_train_AOI_5_Khartoum_MS_img171.tif,SN3_roads_train_AOI_5_Khartoum_mask_img171.npy
SN3_roads_train_AOI_3_Paris_MS_img346.tif,SN3_roads_train_AOI_3_Paris_mask_img346.npy
SN3_roads_train_AOI_2_Vegas_MS_img920.tif,SN3_roads_train_AOI_2_Vegas_mask_img920.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1977.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1977.npy
SN3_roads_train_AOI_2_Vegas_MS_img1431.tif,SN3_roads_train_AOI_2_Vegas_mask_img1431.npy
SN3_roads_train_AOI_2_Vegas_MS_img608.tif,SN3_roads_train_AOI_2_Vegas_mask_img608.npy
SN3_roads_train_AOI_4_Shanghai_MS_img509.tif,SN3_roads_train_AOI_4_Shanghai_mask_img509.npy
SN3_roads_train_AOI_4_Shanghai_MS_img471.tif,SN3_roads_train_AOI_4_Shanghai_mask_img471.npy
SN3_roads_train_AOI_4_Shanghai_MS_img700.tif,SN3_roads_train_AOI_4_Shanghai_mask_img700.npy
SN3_roads_train_AOI_4_Shanghai_MS_img267.tif,SN3_roads_train_AOI_4_Shanghai_mask_img267.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1942.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1942.npy
SN3_roads_train_AOI_2_Vegas_MS_img376.tif,SN3_roads_train_AOI_2_Vegas_mask_img376.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1387.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1387.npy
SN3_roads_train_AOI_4_Shanghai_MS_img137.tif,SN3_roads_train_AOI_4_Shanghai_mask_img137.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1086.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1086.npy
SN3_roads_train_AOI_2_Vegas_MS_img201.tif,SN3_roads_train_AOI_2_Vegas_mask_img201.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1332.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1332.npy
SN3_roads_train_AOI_2_Vegas_MS_img1564.tif,SN3_roads_train_AOI_2_Vegas_mask_img1564.npy
SN3_roads_train_AOI_5_Khartoum_MS_img422.tif,SN3_roads_train_AOI_5_Khartoum_mask_img422.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1212.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1212.npy
SN3_roads_train_AOI_5_Khartoum_MS_img250.tif,SN3_roads_train_AOI_5_Khartoum_mask_img250.npy
SN3_roads_train_AOI_2_Vegas_MS_img178.tif,SN3_roads_train_AOI_2_Vegas_mask_img178.npy
SN3_roads_train_AOI_3_Paris_MS_img456.tif,SN3_roads_train_AOI_3_Paris_mask_img456.npy
SN3_roads_train_AOI_2_Vegas_MS_img211.tif,SN3_roads_train_AOI_2_Vegas_mask_img211.npy
SN3_roads_train_AOI_2_Vegas_MS_img1147.tif,SN3_roads_train_AOI_2_Vegas_mask_img1147.npy
SN3_roads_train_AOI_5_Khartoum_MS_img455.tif,SN3_roads_train_AOI_5_Khartoum_mask_img455.npy
SN3_roads_train_AOI_5_Khartoum_MS_img294.tif,SN3_roads_train_AOI_5_Khartoum_mask_img294.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1277.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1277.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1194.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1194.npy
SN3_roads_train_AOI_2_Vegas_MS_img682.tif,SN3_roads_train_AOI_2_Vegas_mask_img682.npy
SN3_roads_train_AOI_2_Vegas_MS_img1277.tif,SN3_roads_train_AOI_2_Vegas_mask_img1277.npy
SN3_roads_train_AOI_4_Shanghai_MS_img119.tif,SN3_roads_train_AOI_4_Shanghai_mask_img119.npy
SN3_roads_train_AOI_2_Vegas_MS_img1399.tif,SN3_roads_train_AOI_2_Vegas_mask_img1399.npy
SN3_roads_train_AOI_2_Vegas_MS_img1105.tif,SN3_roads_train_AOI_2_Vegas_mask_img1105.npy
SN3_roads_train_AOI_5_Khartoum_MS_img413.tif,SN3_roads_train_AOI_5_Khartoum_mask_img413.npy
SN3_roads_train_AOI_3_Paris_MS_img11.tif,SN3_roads_train_AOI_3_Paris_mask_img11.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1383.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1383.npy
SN3_roads_train_AOI_3_Paris_MS_img241.tif,SN3_roads_train_AOI_3_Paris_mask_img241.npy
SN3_roads_train_AOI_2_Vegas_MS_img1356.tif,SN3_roads_train_AOI_2_Vegas_mask_img1356.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1784.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1784.npy
SN3_roads_train_AOI_5_Khartoum_MS_img180.tif,SN3_roads_train_AOI_5_Khartoum_mask_img180.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1281.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1281.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1973.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1973.npy
SN3_roads_train_AOI_2_Vegas_MS_img1438.tif,SN3_roads_train_AOI_2_Vegas_mask_img1438.npy
SN3_roads_train_AOI_2_Vegas_MS_img583.tif,SN3_roads_train_AOI_2_Vegas_mask_img583.npy
SN3_roads_train_AOI_5_Khartoum_MS_img416.tif,SN3_roads_train_AOI_5_Khartoum_mask_img416.npy
SN3_roads_train_AOI_2_Vegas_MS_img142.tif,SN3_roads_train_AOI_2_Vegas_mask_img142.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1161.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1161.npy
SN3_roads_train_AOI_5_Khartoum_MS_img6.tif,SN3_roads_train_AOI_5_Khartoum_mask_img6.npy
SN3_roads_train_AOI_2_Vegas_MS_img1236.tif,SN3_roads_train_AOI_2_Vegas_mask_img1236.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1309.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1309.npy
SN3_roads_train_AOI_2_Vegas_MS_img1643.tif,SN3_roads_train_AOI_2_Vegas_mask_img1643.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1499.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1499.npy
SN3_roads_train_AOI_4_Shanghai_MS_img17.tif,SN3_roads_train_AOI_4_Shanghai_mask_img17.npy
SN3_roads_train_AOI_2_Vegas_MS_img440.tif,SN3_roads_train_AOI_2_Vegas_mask_img440.npy
SN3_roads_train_AOI_2_Vegas_MS_img990.tif,SN3_roads_train_AOI_2_Vegas_mask_img990.npy
SN3_roads_train_AOI_4_Shanghai_MS_img828.tif,SN3_roads_train_AOI_4_Shanghai_mask_img828.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1609.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1609.npy
SN3_roads_train_AOI_4_Shanghai_MS_img366.tif,SN3_roads_train_AOI_4_Shanghai_mask_img366.npy
SN3_roads_train_AOI_4_Shanghai_MS_img531.tif,SN3_roads_train_AOI_4_Shanghai_mask_img531.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1045.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1045.npy
SN3_roads_train_AOI_2_Vegas_MS_img895.tif,SN3_roads_train_AOI_2_Vegas_mask_img895.npy
SN3_roads_train_AOI_4_Shanghai_MS_img246.tif,SN3_roads_train_AOI_4_Shanghai_mask_img246.npy
SN3_roads_train_AOI_2_Vegas_MS_img1296.tif,SN3_roads_train_AOI_2_Vegas_mask_img1296.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1634.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1634.npy
SN3_roads_train_AOI_2_Vegas_MS_img1154.tif,SN3_roads_train_AOI_2_Vegas_mask_img1154.npy
SN3_roads_train_AOI_2_Vegas_MS_img563.tif,SN3_roads_train_AOI_2_Vegas_mask_img563.npy
SN3_roads_train_AOI_4_Shanghai_MS_img323.tif,SN3_roads_train_AOI_4_Shanghai_mask_img323.npy
SN3_roads_train_AOI_4_Shanghai_MS_img799.tif,SN3_roads_train_AOI_4_Shanghai_mask_img799.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1168.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1168.npy
SN3_roads_train_AOI_2_Vegas_MS_img457.tif,SN3_roads_train_AOI_2_Vegas_mask_img457.npy
SN3_roads_train_AOI_4_Shanghai_MS_img606.tif,SN3_roads_train_AOI_4_Shanghai_mask_img606.npy
SN3_roads_train_AOI_2_Vegas_MS_img775.tif,SN3_roads_train_AOI_2_Vegas_mask_img775.npy
SN3_roads_train_AOI_5_Khartoum_MS_img285.tif,SN3_roads_train_AOI_5_Khartoum_mask_img285.npy
SN3_roads_train_AOI_2_Vegas_MS_img1150.tif,SN3_roads_train_AOI_2_Vegas_mask_img1150.npy
SN3_roads_train_AOI_2_Vegas_MS_img745.tif,SN3_roads_train_AOI_2_Vegas_mask_img745.npy
SN3_roads_train_AOI_2_Vegas_MS_img1612.tif,SN3_roads_train_AOI_2_Vegas_mask_img1612.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1632.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1632.npy
SN3_roads_train_AOI_2_Vegas_MS_img360.tif,SN3_roads_train_AOI_2_Vegas_mask_img360.npy
SN3_roads_train_AOI_4_Shanghai_MS_img7.tif,SN3_roads_train_AOI_4_Shanghai_mask_img7.npy
SN3_roads_train_AOI_2_Vegas_MS_img1063.tif,SN3_roads_train_AOI_2_Vegas_mask_img1063.npy
SN3_roads_train_AOI_2_Vegas_MS_img1082.tif,SN3_roads_train_AOI_2_Vegas_mask_img1082.npy
SN3_roads_train_AOI_5_Khartoum_MS_img330.tif,SN3_roads_train_AOI_5_Khartoum_mask_img330.npy
SN3_roads_train_AOI_5_Khartoum_MS_img137.tif,SN3_roads_train_AOI_5_Khartoum_mask_img137.npy
SN3_roads_train_AOI_3_Paris_MS_img315.tif,SN3_roads_train_AOI_3_Paris_mask_img315.npy
SN3_roads_train_AOI_5_Khartoum_MS_img468.tif,SN3_roads_train_AOI_5_Khartoum_mask_img468.npy
SN3_roads_train_AOI_2_Vegas_MS_img510.tif,SN3_roads_train_AOI_2_Vegas_mask_img510.npy
SN3_roads_train_AOI_4_Shanghai_MS_img626.tif,SN3_roads_train_AOI_4_Shanghai_mask_img626.npy
SN3_roads_train_AOI_4_Shanghai_MS_img475.tif,SN3_roads_train_AOI_4_Shanghai_mask_img475.npy
SN3_roads_train_AOI_3_Paris_MS_img435.tif,SN3_roads_train_AOI_3_Paris_mask_img435.npy
SN3_roads_train_AOI_2_Vegas_MS_img676.tif,SN3_roads_train_AOI_2_Vegas_mask_img676.npy
SN3_roads_train_AOI_5_Khartoum_MS_img81.tif,SN3_roads_train_AOI_5_Khartoum_mask_img81.npy
SN3_roads_train_AOI_2_Vegas_MS_img929.tif,SN3_roads_train_AOI_2_Vegas_mask_img929.npy
SN3_roads_train_AOI_3_Paris_MS_img339.tif,SN3_roads_train_AOI_3_Paris_mask_img339.npy
SN3_roads_train_AOI_2_Vegas_MS_img1422.tif,SN3_roads_train_AOI_2_Vegas_mask_img1422.npy
SN3_roads_train_AOI_5_Khartoum_MS_img158.tif,SN3_roads_train_AOI_5_Khartoum_mask_img158.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1199.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1199.npy
SN3_roads_train_AOI_4_Shanghai_MS_img19.tif,SN3_roads_train_AOI_4_Shanghai_mask_img19.npy
SN3_roads_train_AOI_4_Shanghai_MS_img519.tif,SN3_roads_train_AOI_4_Shanghai_mask_img519.npy
SN3_roads_train_AOI_2_Vegas_MS_img1640.tif,SN3_roads_train_AOI_2_Vegas_mask_img1640.npy
